"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000302","GO:0000302","response to reactive oxygen species","29/1023","205/18860",0.141463414634146,2.6080156402737,5.54377777906083,2.12643175298538e-06,6.67294535817793e-05,5.46130561120744e-05,"ABL1/CDK1/COL1A1/COL6A1/CYP1B1/DDR2/DHFR/DUSP1/ECT2/EZH2/FOXO3/FOXP1/GCH1/HDAC2/IL6/KLF4/MET/MMP2/MYB/NUDT15/PCNA/PDGFRA/PTPRK/SESN2/SOD2/SOD3/SPHK1/TNFAIP3/TRPA1",29
"GO:0032467","GO:0032467","positive regulation of cytokinesis","13/1023","51/18860",0.254901960784314,4.69936557223085,6.33527871882671,2.26059280356436e-06,7.02366914572793e-05,5.74834674313929e-05,"AURKB/BIRC5/CDC25B/CDC6/CDCA8/CIT/ECT2/INCENP/KIF14/KIF20B/KIF23/RACGAP1/SVIL",13
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","15/1023","67/18860",0.223880597014925,4.12745655884799,6.14139274165892,2.26484020252987e-06,7.02366914572793e-05,5.74834674313929e-05,"CCT2/CCT4/CCT5/CCT6A/CCT8/DKC1/HSP90AA1/PML/POLQ/PTGES3/SMG6/TCP1/TNKS1BP1/TP53/XRCC5",15
"GO:0031023","GO:0031023","microtubule organizing center organization","25/1023","163/18860",0.153374233128834,2.82760316403697,5.61210748761652,2.4226820474209e-06,7.46922792631755e-05,6.11300320860467e-05,"AURKA/BRCA1/CCNF/CDK1/CDK2/CHEK1/CHMP1B/HAUS8/KIF11/KIF15/NDC80/NEK2/PCLAF/PDE4DIP/PLK1/PLK2/PLK4/POC1A/RANBP1/SGO1/SSX2IP/STIL/WDR62/XRCC2/XRCC3",25
"GO:0006935","GO:0006935","chemotaxis","51/1023","474/18860",0.107594936708861,1.9836173082396,5.19407176797081,2.43853286059577e-06,7.47438676805866e-05,6.11722533389355e-05,"ABCC1/ACKR3/ADAM17/ADGRA2/AMOT/ANXA1/C3/CCL8/CH25H/CMKLR1/COLEC10/CORO1C/CSF1/CXCL1/CXCL12/CXCL2/CXCL3/CXCL5/CXCL6/CXCL8/CYP7B1/DPP4/DUSP1/EDNRB/EFNB2/GPNMB/HMGB1/HMGB2/IL16/IL17RC/IL6/ITGAV/ITGB3/KDR/LSP1/LYST/MEGF8/MET/MMP2/NEDD9/NRP2/PDE4B/PDGFRA/PDGFRB/PLAU/PLXNA4/SCG2/SEMA3C/SLIT3/TNFAIP6/TNFSF14",51
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","24/1023","153/18860",0.156862745098039,2.89191727521898,5.62706622027646,2.55704807787378e-06,7.79234535638761e-05,6.37745060614824e-05,"ABL1/CDK1/CYP1B1/DDR2/DHFR/ECT2/EZH2/FOXO3/FOXP1/GCH1/HDAC2/IL6/KLF4/MET/MMP2/MYB/PCNA/PDGFRA/PTPRK/SOD2/SOD3/SPHK1/TNFAIP3/TRPA1",24
"GO:0009314","GO:0009314","response to radiation","50/1023","462/18860",0.108225108225108,1.99523513306505,5.18677752398118,2.58738133038195e-06,7.8394680309044e-05,6.41601698320364e-05,"AURKB/BLM/BRCA1/CACNB4/CCND1/CCND2/CDC25A/COL3A1/COL6A1/COL6A2/COL6A3/CRTC1/CUL4B/DTL/DUSP1/ECT2/EGR1/EIF2S1/EYA1/FANCD2/FANCG/FEN1/GPSM2/HMGCR/MAP3K20/MFAP4/MMP2/MSH2/NFATC4/NOG/PBK/PCLAF/PCNA/PML/PTPRK/RAD51/RAD51AP1/RAD54L/RFWD3/RRM1/SLC1A3/SMC1A/SOD2/TIPIN/TNKS1BP1/TOP1/TP53/TP53INP1/XRCC2/XRCC5",50
"GO:0022616","GO:0022616","DNA strand elongation","11/1023","37/18860",0.297297297297297,5.48096483580355,6.53377564463845,2.63055592094669e-06,7.9247376087034e-05,6.48580374132962e-05,"ACTL6A/GINS1/LIG1/MCM3/MCM4/MCM7/PCNA/POLA1/RFC3/RFC4/UCHL5",11
"GO:0034502","GO:0034502","protein localization to chromosome","21/1023","123/18860",0.170731707317073,3.14760508308895,5.72259737733885,2.69571872605262e-06,8.07490291122125e-05,6.6087027859388e-05,"AURKB/BUB1B/CDK1/CENPA/ESCO2/EZH2/HASPIN/KNL1/MCM8/MIS18A/PLK1/PML/RAD21/RB1/SPDL1/TONSL/TPP1/TTK/VRK1/XRCC5/ZWILCH",21
"GO:0042330","GO:0042330","taxis","51/1023","476/18860",0.107142857142857,1.97528278173439,5.16119500881869,2.75517195852178e-06,8.20636529114509e-05,6.7162948902651e-05,"ABCC1/ACKR3/ADAM17/ADGRA2/AMOT/ANXA1/C3/CCL8/CH25H/CMKLR1/COLEC10/CORO1C/CSF1/CXCL1/CXCL12/CXCL2/CXCL3/CXCL5/CXCL6/CXCL8/CYP7B1/DPP4/DUSP1/EDNRB/EFNB2/GPNMB/HMGB1/HMGB2/IL16/IL17RC/IL6/ITGAV/ITGB3/KDR/LSP1/LYST/MEGF8/MET/MMP2/NEDD9/NRP2/PDE4B/PDGFRA/PDGFRB/PLAU/PLXNA4/SCG2/SEMA3C/SLIT3/TNFAIP6/TNFSF14",51
"GO:0007004","GO:0007004","telomere maintenance via telomerase","14/1023","60/18860",0.233333333333333,4.30172694688824,6.1344283140895,2.91066422420662e-06,8.62079875843668e-05,7.05547761976518e-05,"CCT2/CCT4/CCT5/CCT6A/CCT8/DKC1/HSP90AA1/PML/PTGES3/SMG6/TCP1/TNKS1BP1/TP53/XRCC5",14
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","12/1023","45/18860",0.266666666666667,4.91625936787227,6.29885822381376,3.30974516252603e-06,9.61247128516363e-05,7.86708725299212e-05,"CCT2/CCT4/CCT5/CCT6A/CCT8/DKC1/HSP90AA1/PML/PTGES3/SMG6/TCP1/TP53",12
"GO:0060623","GO:0060623","regulation of chromosome condensation","7/1023","14/18860",0.5,9.21798631476051,7.36641325552034,3.31841762879321e-06,9.61247128516363e-05,7.86708725299212e-05,"CCNB1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/SMC4",7
"GO:1901993","GO:1901993","regulation of meiotic cell cycle phase transition","7/1023","14/18860",0.5,9.21798631476051,7.36641325552034,3.31841762879321e-06,9.61247128516363e-05,7.86708725299212e-05,"CDC25A/CDC25B/CDC25C/KNL1/PKMYT1/TTK/ZWINT",7
"GO:1990173","GO:1990173","protein localization to nucleoplasm","7/1023","14/18860",0.5,9.21798631476051,7.36641325552034,3.31841762879321e-06,9.61247128516363e-05,7.86708725299212e-05,"CCT2/CCT4/CCT5/CCT6A/CCT8/DKC1/TCP1",7
"GO:0065004","GO:0065004","protein-DNA complex assembly","32/1023","245/18860",0.130612244897959,2.40796377201907,5.31225902582231,3.72691863928116e-06,0.000107367841892297,8.78725309313402e-05,"ASF1B/ATAD2/CDC45/CDT1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPN/CENPO/CENPW/CHAF1A/CHAF1B/DLGAP5/DMC1/DNAJC9/GMNN/HAT1/HJURP/HMGB1/HMGB2/MCM2/MIS18A/NASP/NFKBIZ/OIP5/PSMC6/RAD51/RB1/TP53",32
"GO:0036293","GO:0036293","response to decreased oxygen levels","39/1023","330/18860",0.118181818181818,2.17879676530703,5.17361892617575,4.13096317027787e-06,0.000118361075183179,9.6869668392271e-05,"ADAM17/CCNA2/CCNB1/CFLAR/COL6A1/CXCL12/DDAH1/DDR2/DPP4/DRAM1/E2F1/EGR1/EPHA4/FGFR2/FOXO3/FZD4/HSP90B1/MGARP/MMP14/MMP2/MTHFR/MYB/NDNF/NDRG1/PLAT/PLAU/PLOD2/PML/RAD21/SCN2A/SLC11A2/SOD2/SOD3/STC2/SUV39H1/TGFBR3/TP53/VASN/ZFP36L1",39
"GO:1904869","GO:1904869","regulation of protein localization to Cajal body","6/1023","10/18860",0.6,11.0615835777126,7.62161317147979,4.3659333727639e-06,0.000123748391081781,0.000101278782653985,"CCT2/CCT4/CCT5/CCT6A/CCT8/TCP1",6
"GO:1904871","GO:1904871","positive regulation of protein localization to Cajal body","6/1023","10/18860",0.6,11.0615835777126,7.62161317147979,4.3659333727639e-06,0.000123748391081781,0.000101278782653985,"CCT2/CCT4/CCT5/CCT6A/CCT8/TCP1",6
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","13/1023","54/18860",0.240740740740741,4.43828970710691,6.05936860101409,4.52024508646616e-06,0.000127019042375001,0.000103955565588836,"CCT2/CCT4/CCT5/CCT6A/CCT8/DKC1/HNRNPA2B1/HSP90AA1/PML/PTGES3/SMG6/TCP1/TP53",13
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","20/1023","117/18860",0.170940170940171,3.15144831273864,5.59036978618734,4.54277121227522e-06,0.000127019042375001,0.000103955565588836,"ABL1/ADAMTS1/COL16A1/COL3A1/DIAPH3/FN1/ITGA10/ITGA11/ITGA3/ITGA8/ITGAV/ITGB3/ITGB4/ITGB8/LAMA2/LAMB1/LAMC1/NEDD9/NID1/PLAU",20
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","10/1023","32/18860",0.3125,5.76124144672532,6.45549190373598,4.55360375737389e-06,0.000127019042375001,0.000103955565588836,"CCNB1/CCND1/CDC25A/CDC25B/CDC25C/CDC7/CDK1/CHEK1/DTL/RRM1",10
"GO:0070482","GO:0070482","response to oxygen levels","41/1023","357/18860",0.11484593837535,2.11729657649961,5.10408317159472,4.83600371623525e-06,0.000134186376799959,0.000109821491594727,"ADAM17/CCNA2/CCNB1/CFLAR/COL1A1/COL6A1/CXCL12/DDAH1/DDR2/DPP4/DRAM1/E2F1/EGR1/EPHA4/FGFR2/FOXO3/FZD4/HDAC2/HSP90B1/MGARP/MMP14/MMP2/MTHFR/MYB/NDNF/NDRG1/PLAT/PLAU/PLOD2/PML/RAD21/SCN2A/SLC11A2/SOD2/SOD3/STC2/SUV39H1/TGFBR3/TP53/VASN/ZFP36L1",41
"GO:0030199","GO:0030199","collagen fibril organization","15/1023","71/18860",0.211267605633803,3.89492379496923,5.85262526936874,4.88769826358118e-06,0.000134910708092146,0.000110414302465799,"COL11A1/COL14A1/COL1A1/COL1A2/COL3A1/COL5A2/COL5A3/COL6A1/CYP1B1/DDR2/LOXL1/LUM/PLOD2/PXDN/RB1",15
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","12/1023","47/18860",0.25531914893617,4.70705684157983,6.09376058527338,5.43808176889512e-06,0.000149320661904245,0.000122207769576212,"AURKA/CDC20/DLGAP5/EPGN/ESPL1/NUSAP1/PDGFRB/RB1/SKA1/SKA3/SPHK1/UBE2C",12
"GO:0090235","GO:0090235","regulation of metaphase plate congression","7/1023","15/18860",0.466666666666667,8.60345389377648,7.05496260939442,5.93019712930086e-06,0.000161154635390073,0.0001318929898698,"AURKB/BIRC5/CDCA8/CDK1/INCENP/NUMA1/SPAG5",7
"GO:0090306","GO:0090306","meiotic spindle assembly","7/1023","15/18860",0.466666666666667,8.60345389377648,7.05496260939442,5.93019712930086e-06,0.000161154635390073,0.0001318929898698,"ASPM/AURKA/CCNB2/NDC80/SKA1/SKA2/SKA3",7
"GO:0032886","GO:0032886","regulation of microtubule-based process","34/1023","276/18860",0.123188405797101,2.27109807754969,5.09448450276352,6.89717084429221e-06,0.000186471203544146,0.000152612703323907,"ABL1/ARHGEF2/AURKA/AURKB/BORA/BRCA1/CCNF/CHMP1B/CKAP2/CLIP3/CYLD/DIAPH3/GPSM2/HAUS8/KIF18A/MAPRE1/MET/NUMA1/PDE4DIP/PLK1/PLK2/PLK4/POC1A/PSRC1/SKA1/SKA2/SKA3/SPAG5/STIL/STMN1/TACC3/TPX2/WDR62/XRCC3",34
"GO:0031401","GO:0031401","positive regulation of protein modification process","42/1023","375/18860",0.112,2.06482893450635,4.98794884741478,6.98253963291991e-06,0.000187816066044662,0.000153713372477652,"ARHGEF2/ARRB1/C3/CDC20/CEMIP/CENPE/CHI3L1/CLIP3/CLSPN/DCUN1D5/DDR2/ECT2/EGR1/EZH2/FAM20A/FANCI/FAXDC2/FBN1/GPRC5B/HSPA5/IL11/IL6/KDR/KIF14/LIMCH1/NDFIP2/NEDD9/NEK10/PDGFRB/PIM1/PLK1/RSPO1/SPHK1/TLR3/TNIP1/TPX2/UBE2C/UBE2N/UBE2S/UBE2V2/XRCC5/ZC3H12A",42
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","11/1023","41/18860",0.268292682926829,4.94623655913978,6.05777326068705,7.95957261853538e-06,0.000213009476370145,0.000174332290480238,"AURKB/BUB1B/CDK1/CENPA/HASPIN/KNL1/MIS18A/RB1/SPDL1/TTK/ZWILCH",11
"GO:0001503","GO:0001503","ossification","48/1023","455/18860",0.105494505494505,1.94489381586156,4.88604019101771,8.19410522491581e-06,0.000218178397705839,0.000178562665161775,"ACVR2B/ADGRG6/ALYREF/ASPN/BAMBI/CBFB/CHSY1/COL1A1/COL1A2/COL6A1/CREB3L1/CRIM1/CSF1/CSGALNACT1/DDR2/DDX21/DHX9/DKK1/FASN/FGFR2/GDF5/GLI3/GTPBP4/ID1/ID3/ID4/IGFBP3/IL6/ITGA11/MGP/MMP14/MMP2/MN1/MRC2/NOG/P2RX7/PSMC2/PTCH1/RORB/SRGN/SUV39H1/TMEM119/TNC/TNFAIP6/TP53INP2/VDR/XYLT1/ZBTB16",48
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","23/1023","153/18860",0.150326797385621,2.77142072208486,5.26867735587841,8.52663968578334e-06,0.000225891680519848,0.000184875409003046,"ABL1/ARHGEF2/AURKB/CDK1/CKAP2/CLIP3/DIAPH3/HAUS8/KIF18A/KIF18B/KIF2C/MAPRE1/MET/MZT1/NUMA1/PDE4DIP/PSRC1/SKA1/SKA2/SKA3/STMN1/TPX2/TUBG1",23
"GO:0009410","GO:0009410","response to xenobiotic stimulus","47/1023","443/18860",0.106094808126411,1.95596097875279,4.87605757780878,8.74621759318806e-06,0.000229801635072055,0.000188075413736992,"ABCC1/ABL1/ACSL1/ACTC1/ADAM17/ADD3/AKR1C1/ASS1/BCAR3/CCNB1/CCND1/CENPF/COL1A1/COL6A1/CTPS1/CYP1B1/E2F1/FOXO3/HDAC2/HSP90AA1/HTR2A/ITGA3/ITGB3/MCM7/MMP2/MTHFR/NCEH1/NFKBIZ/NPAS2/NUDT15/P2RX7/PCNA/PDE4B/PFAS/PNP/PTCH1/RAD51/RAD54L/RB1/SEMA3C/SLC1A3/SOD2/TLR3/TOP1/TP53/TRPA1/WNK4",47
"GO:0060348","GO:0060348","bone development","29/1023","220/18860",0.131818181818182,2.43019639207323,5.10999300313577,8.76140528252712e-06,0.000229801635072055,0.000188075413736992,"BGN/CHSY1/COL1A1/COL3A1/COL6A1/CSGALNACT1/DDR2/EVC/FBN1/FGFR2/FOXN3/FOXP1/GLI3/INSIG1/KDR/MEGF8/MMP14/NSD2/OGN/PAPPA2/POC1A/SH3PXD2B/SULF2/TGM2/TMEM107/TMEM119/TP53/XYLT1/ZBTB16",29
"GO:0007077","GO:0007077","mitotic nuclear membrane disassembly","6/1023","11/18860",0.545454545454545,10.0559850706478,7.19488943080522,9.16270089554873e-06,0.000239137421392737,0.000195716055085223,"CDC25A/CDK1/CHEK1/LPIN1/PLK1/VRK1",6
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","14/1023","66/18860",0.212121212121212,3.91066086080749,5.67270505412475,9.58338501494801e-06,0.000248697161569259,0.000203539985878203,"BLM/BRCA1/CDK1/EME1/EXO1/MCM8/PCNA/POLQ/RAD51/RFWD3/TIMELESS/TIPIN/TONSL/TRAIP",14
"GO:0001666","GO:0001666","response to hypoxia","37/1023","317/18860",0.116719242902208,2.15183276748353,4.95296549129447,9.62333477999408e-06,0.000248697161569259,0.000203539985878203,"ADAM17/CCNA2/CCNB1/CFLAR/CXCL12/DDAH1/DDR2/DPP4/E2F1/EGR1/EPHA4/FGFR2/FOXO3/FZD4/HSP90B1/MGARP/MMP14/MMP2/MTHFR/MYB/NDNF/NDRG1/PLAT/PLAU/PLOD2/PML/RAD21/SCN2A/SLC11A2/SOD2/SOD3/STC2/SUV39H1/TGFBR3/TP53/VASN/ZFP36L1",37
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","11/1023","42/18860",0.261904761904762,4.82846902201741,5.94838803541228,1.02588146419658e-05,0.000263826686792409,0.00021592236825375,"CENPA/ESPL1/GPSM2/MAD2L1/MAPRE1/NDC80/NUMA1/NUSAP1/PLK1/SAPCD2/SPDL1",11
"GO:0045859","GO:0045859","regulation of protein kinase activity","30/1023","234/18860",0.128205128205128,2.36358623455398,5.02651495149023,1.0769476228553e-05,0.000275614945033649,0.000225570174046188,"BLM/CCNE2/CDC25A/CDC25C/CDC6/CDKN3/CEMIP/CENPE/CHI3L1/CLSPN/CORO1C/DDR2/DIRAS3/DUSP1/ECT2/EZH2/FBN1/GPRC5A/GPRC5B/HEG1/KIF14/NEDD9/NEK10/PDGFRB/PIM1/PKMYT1/RB1/TLR3/TPX2/XRCC5",30
"GO:0010212","GO:0010212","response to ionizing radiation","22/1023","145/18860",0.151724137931034,2.79718205413422,5.20256361871208,1.14402202917371e-05,0.000291366383468782,0.000238461545770813,"BLM/BRCA1/CCND1/CCND2/ECT2/EGR1/EYA1/FANCD2/MAP3K20/MSH2/PML/RAD51/RAD51AP1/RAD54L/RFWD3/RRM1/SOD2/TNKS1BP1/TOP1/TP53/XRCC2/XRCC5",22
"GO:0001704","GO:0001704","formation of primary germ layer","21/1023","135/18860",0.155555555555556,2.86781796459216,5.21587001916741,1.21561932459907e-05,0.000308112744196457,0.000252167186818401,"ATOH8/COL11A1/COL5A2/COL6A1/COL7A1/DKK1/DUSP1/DUSP5/EYA1/FGFR2/FN1/ITGA3/ITGA8/ITGAV/ITGB3/ITGB4/KLF4/LAMB1/MMP14/MMP2/NOG",21
"GO:0031297","GO:0031297","replication fork processing","13/1023","59/18860",0.220338983050847,4.06216346074192,5.64157208938344,1.28278811607269e-05,0.000323581767843791,0.000264827423207351,"BLM/BRCA1/CDK1/EME1/EXO1/PCNA/POLQ/RAD51/RFWD3/TIMELESS/TIPIN/TONSL/TRAIP",13
"GO:0051302","GO:0051302","regulation of cell division","26/1023","190/18860",0.136842105263158,2.52281730719761,5.05229483380782,1.29113982101284e-05,0.000324137577922844,0.000265282312096825,"ASPM/AURKA/AURKB/BIRC5/BLM/CDC25B/CDC6/CDCA8/CIT/E2F8/ECT2/FGFR2/INCENP/KIF14/KIF18B/KIF20A/KIF20B/KIF23/KLHL21/LBH/PLK1/PRC1/PTCH1/RACGAP1/SVIL/ZFYVE26",26
"GO:0051382","GO:0051382","kinetochore assembly","7/1023","17/18860",0.411764705882353,7.59128284744983,6.51111890176652,1.62824623261318e-05,0.000406830053949606,0.000332959905586502,"CENPA/CENPE/CENPF/CENPH/CENPK/CENPW/DLGAP5",7
"GO:0007056","GO:0007056","spindle assembly involved in female meiosis","6/1023","12/18860",0.5,9.21798631476051,6.81961160489536,1.74822894071346e-05,0.000434748253558555,0.000355808859383539,"AURKA/CCNB2/NDC80/SKA1/SKA2/SKA3",6
"GO:0071824","GO:0071824","protein-DNA complex organization","32/1023","265/18860",0.120754716981132,2.22623065714971,4.81430118381619,1.91293231384583e-05,0.000473473199934049,0.000387502325399262,"ASF1B/ATAD2/CDC45/CDT1/CENPA/CENPE/CENPF/CENPH/CENPI/CENPK/CENPN/CENPO/CENPW/CHAF1A/CHAF1B/DLGAP5/DMC1/DNAJC9/GMNN/HAT1/HJURP/HMGB1/HMGB2/MCM2/MIS18A/NASP/NFKBIZ/OIP5/PSMC6/RAD51/RB1/TP53",32
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","46/1023","446/18860",0.103139013452915,1.90146802905374,4.61402485639138,2.23574327722996e-05,0.000549540303276667,0.000449757547945663,"ABL1/ACVR2B/ADAM17/ASPN/ATOH8/BAMBI/BCL9L/CD109/CDKN2B/COL1A2/COL3A1/CRIM1/DKK1/EGR1/FBN1/GDF15/GDF5/GREM2/HDAC2/HSPA5/ID1/ITGA3/ITGA8/ITGB8/KDR/LRP1/LTBP2/MEGF8/NOG/NUMA1/NUP93/PEG10/PMEPA1/PML/PPM1L/PTPRK/RBPMS/RGMA/TGFBR3/TMEM119/TNFAIP6/TP53/TTK/VASN/ZMIZ1/ZNF423",46
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","29/1023","231/18860",0.125541125541126,2.31447275435545,4.81392199062223,2.24110707899248e-05,0.000549540303276667,0.000449757547945663,"ARHGEF2/ARRB1/C3/CEMIP/CENPE/CHI3L1/CLIP3/CLSPN/DDR2/ECT2/EZH2/FAM20A/FAXDC2/FBN1/GPRC5B/IL11/IL6/KDR/KIF14/LIMCH1/NEDD9/NEK10/PDGFRB/PIM1/RSPO1/SPHK1/TLR3/TPX2/XRCC5",29
"GO:0001706","GO:0001706","endoderm formation","13/1023","62/18860",0.209677419354839,3.86560716425441,5.41243778619566,2.26377628901349e-05,0.00055252910165181,0.000452203655393093,"COL11A1/COL5A2/COL6A1/COL7A1/DKK1/DUSP1/DUSP5/FN1/ITGAV/LAMB1/MMP14/MMP2/NOG",13
"GO:0060326","GO:0060326","cell chemotaxis","37/1023","330/18860",0.112121212121212,2.06706359785539,4.6832334357992,2.36186605550797e-05,0.000573813725559355,0.000469623524692076,"ABCC1/ACKR3/ADAM17/ANXA1/C3/CCL8/CH25H/CMKLR1/CORO1C/CSF1/CXCL1/CXCL12/CXCL2/CXCL3/CXCL5/CXCL6/CXCL8/CYP7B1/DPP4/DUSP1/EDNRB/HMGB1/HMGB2/IL16/IL17RC/IL6/KDR/LYST/MET/MMP2/NEDD9/PDE4B/PDGFRA/PDGFRB/SCG2/TNFAIP6/TNFSF14",37
"GO:0043549","GO:0043549","regulation of kinase activity","31/1023","256/18860",0.12109375,2.23248106060606,4.75481158776942,2.42978101481429e-05,0.000587605757344079,0.000480911268938858,"BLM/CCNE2/CDC25A/CDC25C/CDC6/CDKN3/CEMIP/CENPE/CHI3L1/CLSPN/CORO1C/DDR2/DIRAS3/DUSP1/ECT2/EZH2/FBN1/GPRC5A/GPRC5B/HEG1/KIF14/NEDD9/NEK10/PDGFRB/PIM1/PKMYT1/RB1/RBL1/TLR3/TPX2/XRCC5",31
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","18/1023","110/18860",0.163636363636364,3.01679552119435,5.08035213595989,2.49007999875439e-05,0.000599438436229823,0.000490595429699314,"CACNB4/CACYBP/FZD4/GNPNAT1/HELLS/ICAM1/KLF4/MSC/MYB/MYBL2/NCL/NFYB/NRP2/PFKP/PML/SRSF3/SRSF7/XRCC5",18
"GO:0007076","GO:0007076","mitotic chromosome condensation","7/1023","18/18860",0.388888888888889,7.1695449114804,6.27136566303687,2.53973236745741e-05,0.000605858327657714,0.000495849629636005,"NCAPD2/NCAPD3/NCAPG/NCAPH/NUSAP1/PLK1/SMC4",7
"GO:0045842","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","7/1023","18/18860",0.388888888888889,7.1695449114804,6.27136566303687,2.53973236745741e-05,0.000605858327657714,0.000495849629636005,"CDC20/DLGAP5/ESPL1/RB1/SKA1/SKA3/UBE2C",7
"GO:0030261","GO:0030261","chromosome condensation","11/1023","46/18860",0.239130434782609,4.40860215053763,5.54307686097815,2.61907191252261e-05,0.000621970591117982,0.000509036309598396,"CCNB1/CDK1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NUSAP1/PLK1/SMC4/TOP2A",11
"GO:0007064","GO:0007064","mitotic sister chromatid cohesion","9/1023","31/18860",0.290322580645161,5.3523791505061,5.80804779227598,2.67549942882462e-05,0.000632521658688942,0.000517671567559694,"BUB1/CDC20/CDCA5/ESCO2/HASPIN/RAD21/RB1/SGO1/SMC1A",9
"GO:0051785","GO:0051785","positive regulation of nuclear division","13/1023","63/18860",0.206349206349206,3.80424832037735,5.33923103105209,2.7122645938643e-05,0.00063835084548449,0.000522442320030534,"AURKA/CDC20/DLGAP5/EPGN/ESPL1/NUSAP1/PDGFRB/RAD51AP1/RB1/SKA1/SKA3/SPHK1/UBE2C",13
"GO:0034504","GO:0034504","protein localization to nucleus","38/1023","345/18860",0.110144927536232,2.03062886933855,4.62685866838783,2.74024692764694e-05,0.000642070302335764,0.000525486416674846,"CACNB4/CCT2/CCT4/CCT5/CCT6A/CCT8/CDK1/COL1A1/CSE1L/DKC1/ECT2/GBP2/GLI3/GLIS2/HSP90AA1/INSIG1/KPNA2/LMNB1/LMNB2/NFKBIA/NUP107/NUP50/NUP58/NUP88/NUP93/PLK1/PML/POLA2/SESN2/SQSTM1/SRSF1/SUMO1/TCP1/TP53/TRIM8/YWHAZ/ZBTB16/ZC3H12A",38
"GO:1903490","GO:1903490","positive regulation of mitotic cytokinesis","6/1023","13/18860",0.461538461538462,8.50891044439432,6.48580260095246,3.09748842485809e-05,0.000722564556453621,0.000591364930297778,"AURKB/BIRC5/CDCA8/ECT2/INCENP/KIF20B",6
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","18/1023","112/18860",0.160714285714286,2.96292417260159,4.98966401734973,3.19670229564308e-05,0.00074242354637138,0.000607618025033201,"CACNB4/CACYBP/FZD4/GNPNAT1/HELLS/ICAM1/KLF4/MSC/MYB/MYBL2/NCL/NFYB/NRP2/PFKP/PML/SRSF3/SRSF7/XRCC5",18
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","14/1023","73/18860",0.191780821917808,3.53566598374376,5.19829591078064,3.21190487659494e-05,0.000742682566202129,0.000607830013350077,"AURKB/BLM/BRCA1/CDC6/CDK1/CHEK1/CLSPN/DTL/FOXN3/GTPBP4/ORC1/PKMYT1/PLK1/RAD21",14
"GO:0001822","GO:0001822","kidney development","36/1023","323/18860",0.111455108359133,2.05478332712928,4.57910954807593,3.44034274812184e-05,0.000792029998606915,0.000648217187982139,"ACVR2B/ADAMTS1/ASS1/BCL2L11/CENPF/CFLAR/DLG5/EDNRB/EFNB2/EGR1/EPHA4/EYA1/EZH2/FBN1/FGFR2/GFRA1/GLI3/GLIS2/HELLS/ID3/IRX1/ITGA3/ITGA8/ITGB3/NID1/NOG/NUP107/ODC1/PCSK5/PCSK9/PDGFRA/PDGFRB/PTCH1/SULF2/WNK4/ZBTB16",36
"GO:0048732","GO:0048732","gland development","46/1023","454/18860",0.101321585903084,1.86796198448891,4.48316953748092,3.4817518580123e-05,0.000798078078062644,0.000653167087688439,"ABL1/ASS1/AURKA/BCL2L11/CACNB4/CCNB2/CCND1/CFLAR/CLDN1/CSF1/CYP7B1/DUT/E2F8/EZH2/FASN/FGFR2/GATA2/GLI3/HLX/ID4/IGF2R/IL6/IQGAP3/LBH/MAFB/MET/MMP2/MYB/NOG/PCNA/PCSK9/PDGFRA/PML/PNPT1/PTCH1/SEMA3C/SOCS2/SOD2/SRSF1/SULF2/TG/TGFBR3/TGM2/TNC/TNFAIP3/VDR",46
"GO:0001889","GO:0001889","liver development","21/1023","145/18860",0.144827586206897,2.67003741530994,4.83449958716901,3.66972999928567e-05,0.000837524526243898,0.000685451048852675,"ASS1/AURKA/CCND1/CFLAR/CLDN1/DUT/E2F8/EZH2/HLX/IGF2R/IL6/MET/PCNA/PCSK9/PNPT1/PTCH1/SOD2/SRSF1/SULF2/TGFBR3/TNFAIP3",21
